reaction,description,DSM27147_S345,M10_S153,M11_S154,M13_S155,M14_S347,M1_S149,M2_S150,M4_S151,M6_S346,M8_S152,W289_S348,W290_S156,W291_S157,W292_S349,W293_S158,W294_S159,W295_S160,W296_S350,W298_S161
GALCT_D_Et,D-Galactarate transport (transport mechanism unknown - evidence from biolog data),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALM2,Aldose 1-epimerase (galactose),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALMAN4,Hydrolysis of galactomannan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALMAN4abc,Galactomannan transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALMAN6,Hydrolysis of galactomannan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALMAN6abc,Galactomannan transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALT,Galactose 1 phosphate uridylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALTpts,Galactitol transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GALt2_3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GAMpts,D-glucosamine transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GARFT,Phosphoribosylglycinamide formyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GART,GAR transformylase-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GBDM,Glycine betaine demethylase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
GCALDD,Glycolaldehyde dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GCCL,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCCa,Glycine-cleavage complex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GCCb,Glycine cleavage complex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GCCc,Glycine-cleavage complex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GCOADH,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCVHADPr,GcvH-L complex ADP ribosylation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GCVHRADPr,GcvH-L complex reverse ADP ribosylation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GD3P2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDOCBIK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDPDPK,GDP diphosphokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDPDPKE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDPMNH,GDP-mannose mannosyl hydrolase,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0
GDPMNP,GDP-mannose phyrophosphatase,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1
GDTPR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GF6PTA,Glutamine-fructose-6-phosphate transaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GGGABADr,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0
GGGABADxr,Gamma glutamyl gamma aminobutyric acid dehydrogenase,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1
GGGABAH,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GGPTRCO,Gamma glutamyl putrescine oxidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GGPTRCS,Gamma glutamyl putrescine synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GGTT,Geranylgeranyltranstransferase,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
GHMT2r,"Glycine hydroxymethyltransferase, reversible",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GK1,Guanylate kinase (GMP:ATP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCADpts,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCAt2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCMAN4,Hydrolysis of glucomannan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCMAN4abc,Glucomannan transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCMAN6,Hydrolysis of glucomannan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCMAN6abc,Glucomannan transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCNt2r,"D-gluconate transport via proton symport, reversible",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCRAL,5-dehydro-4-deoxyglucarate aldolase,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCRD,Glucarate dehydratase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCRt2r,"D-glucarate transport via proton symport, reversible",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCabc,D-glucose transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLCpts,D-glucose transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLGC,Glucose-1-phosphate adenylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLNS,Glutamine synthetase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLNabc,L-glutamine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLNabcpp,L-glutamine transport via ABC system (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
GLNtex,L-glutamine transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
GLTPD,Galactitol-1-phosphate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUABUTt7,4-aminobutyrate/glutamate antiport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUDxi,Glutamate dehydrogenase  NAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUKA_1,Glucokinase/hexokinase (glc-A),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUN,Glutaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUR,Glutamate racemase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUSx,Glutamate synthase  NADH2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUSy,Glutamate synthase (NADPH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUTRR,Glutamyl-tRNA reductase,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
GLUTRS_3,Glutamyl-tRNA synthetase,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
GLUabc,L-glutamate transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUabcpp,L-glutamate transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUt2r,L glutamate transport via proton symport  reversible,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
GLUt4,Na+/glutamate symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLUtex,L-glutamate transport via diffusion (extracellular to periplasm),0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
GLXO1,Glyoxylate oxidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLXO3r,Glyoxylate dehydrogenase,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0
GLYALDDr,D-Glyceraldehyde dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYAT,Glycine C-acetyltransferase,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
GLYBACT1r,Glycine betaine CoA C acetyltransferase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
GLYBCOAT,Glycine betaine CoA thioesterase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
GLYBabc,Glycine betaine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYBabcpp,Glycine betaine transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYBtex,Glycine betaine transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYCDx,Glycerol dehydrogenase,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
GLYCK,Glycerate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYCK2,Glycerate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYCTO1,Glycolate oxidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYCTO3,Glycolate oxidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYCYSAP,Gly-Cys aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYCYSabc,Gly-Cys ABC transporters,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYGLNtr,Dipeptide transport via ABC system gly-gln,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYGLYGLNtr,Tripeptide transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYLEUAP,Gly-Leu aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYLEUtr,Gly-Leu ABC transporters,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYMETtr,Dipeptide transport via ABC system gly-met,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYPHEAP,Gly-Phe aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYPHEtr,Gly-Phe ABC transporters,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYTYRAP,Gly-Try aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYTYRabc,Gly-Try ABC transporters,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYabc,Glycine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYabcpp,Glycine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GLYtex,Glycine transport via diffusion (extracellular to periplasm),1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
GLYtpp,Glycine transport via facillitated diffusion,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
GMPS,GMP synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GMPS2,GMP synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GND,Phosphogluconate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GNK,Gluconokinase,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1
GNK_1,Gluconokinase,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
GNNUC,Ribosylpyrimidine nucleosidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GPDDA1_1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
GPDDA2_1,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GPDDA3_1,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GPDDA4_1,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GRTT,Geranyltranstransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GTHOr,Glutathione oxidoreductase,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
GTHRDH_syn,Glutathione hydralase (periplasmic),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GTHRDHpp,Glutathione hydralase (periplasmic),1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0
GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0
GTHRDabcpp,Reduced glutathione via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
GTHRDt2_1,Glutathione transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GTHRDtex,Glutathione transport via diffusion (extracellular to periplasm),0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
GTPCI,GTP cyclohydrolase I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GTPCII2,GTP cyclohydrolase II (25drapp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUACYC,Guanylate cyclase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUAD,Guanine deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUAPRT,Guanine phosphoribosyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUAt,Guanine transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUAt2pp,Guanine transport in via proton symport (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUAtex,Guanine transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
GUAtpp,Guanine transport via diffusion (periplasm),0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
GalMr_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GluForTx,Formimidoyltransferase cyclodeaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Growth,Biomass reaction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2ASE_syn,Bidirectional [NiFe] Hydrogenase,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1
H2CD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2CPD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2CT,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2Ot,H2O transport via diffusion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2Otex,H2O transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2Otpp,H2O transport via diffusion (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2SO,Hydrogen sulfide oxidation,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
H2St1,H2s transport (diffusion),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2td,Hydrogen transport,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
H2tex,Hydrogen transport via diffusion (extracellular to periplasm),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2tpp,Hydrogen transport diffusion (periplasm),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACD1i,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HACD9,3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HACPS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HAMR,Hydroxylamine reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HAMt,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HBCH,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HBCHLR,(3R)-3-Hydroxybutanoyl-CoA hydro-lyase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HBCO_nadp,3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HBRCH,R hydroxy acyl CoA thioesterase  C40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HBZOPT,Hydroxybenzoate octaprenyltransferase,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
HCITI,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
HCO3E,HCO3 equilibration reaction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HCYSMT,Homocysteine S-methyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HCYSS2,,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
HDCAt2pp,Hexadecanoate transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HETZK,Hydroxyethylthiazole kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEX1,Hexokinase (D-glucose:ATP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEX4,Hexokinase (D-mannose:ATP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEX7,Hexokinase (D-fructose:ATP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEXTT,Trans-hexaprenyltranstransferase,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
HHDDI,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
HICITD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HISTDa,Histidinol dehydrogenase step (Histidinal forming),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HISTDb,Histidinol dehydrogenase (histidine forming),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HISTP,Histidinol-phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HISabc,L-histidine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HISabcpp,L-histidine transport via ABC system (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
HIStex,L-histidine transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
HMBS,Hydroxymethylbilane synthase,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1
HMBS_1,Hydroxymethylbilane synthase,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
HMGCOAS,Hydroxymethylglutaryl CoA synthase,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMGL,Hydroxymethylglutaryl-CoA lyase,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMPK1,Hydroxymethylpyrimidine kinase (ATP),1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0
HMPK1_1,Hydroxymethylpyrimidine kinase (ATP),0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
HMPK2,Hydroxymethylpyrimidine kinase (CTP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HMPK3,Hydroxymethylpyrimidine kinase (UTP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HMPK4,Hydroxymethylpyrimidine kinase (GTP),0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
HMR_3951,HMR 3951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_6515,3-Mercaptopyruvate:Cyanide Sulfurtransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_9638,HMR 9638,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
HPH4CL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HQNt6,Hydroquinone transport inout via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSDxi,Homoserine dehydrogenase  NADH   irreversible,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSDy,Homoserine dehydrogenase (NADPH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSERTA,Homoserine O trans acetylase,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSK,Homoserine kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSST,Homoserine O-succinyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSTPT,Histidinol-phosphate transaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HXAND,Hypoxanthine dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HXANt2pp,Hypoxanthine transport in via proton symport (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HYPOE,Hypothetical enyme,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0
HYXNtpp,Hypoxanthine transport (periplasm),0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1
IBHH,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IBTMr,Isobutyryl-CoA mutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IBTOLt,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IBUTt,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICAPt,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICCT,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICDHx,Isocitrate dehydrogenase (NAD),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICDHyr,Isocitrate dehydrogenase (NADP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICHORS,Isochorismate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ICHORT,Isochorismatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ID6P,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IG3PS,Imidazole-glycerol-3-phosphate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IGPDH,Imidazoleglycerol-phosphate dehydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ILEabc,L-isoleucine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ILEabcpp,L-isoleucine transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ILEt2r,L isoleucine reversible transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
ILEt3pp,L-isoleucine transport out via proton antiport (periplasm),0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
ILEtex,L-isoleucine transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
IMPC,IMP cyclohydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IMPD,IMP dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INDOLEt5,Indole transport out via proton antiport  cytosolexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDOLEt6,Indole transport out via proton antiport  periplasmexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDOLEtex,Indole transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INOST_Et,Myo-Inositol transport (transport mechanism unknown - evidence from biolog data),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
INSH,Inosine hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
